system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,Latitude,Longitude,SiteID,recnum,richness,.geo
000000000000000001df,0.016923026857248752,0.09806670238990152,0.001344826828660876,0.06614976823137675,-0.2012226222821857,-0.23862570860140248,0.07394801161782165,0.2512312336006577,0.09358442941941328,0.057810724937206036,0.21687785604207396,-0.12277858907573708,0.039374838321898135,0.09597297652641598,0.08955068456669728,0.021193671230530592,-0.0906812930055745,0.2067089099216599,-0.1141404164779884,0.14668971726626218,-0.23519458617698705,-0.0032484449821258725,-0.0978900066662887,0.07977330682306799,-0.0653318059959325,0.027155340699837174,-0.11601568693538153,0.10505666655643446,-0.07495544216952114,-0.09564626985581808,-0.11474626272304643,-0.051308540974316,-0.0963217311297065,-0.07676674475025498,-0.00721054345036628,-0.09054934741073498,-0.019683273221077484,0.034078005781236965,-0.06387345331724616,0.18564020919390264,-0.22646022901335386,-0.009183174825997658,-0.0368621203673736,0.0027609964536724897,0.24171275911446555,-0.16522333612732493,-0.06124476552502801,-0.15405356115453622,-0.22718459606244776,-0.02265362569799124,0.15049264675226662,-0.11872482723292822,0.032693425016946796,0.04062770479658653,-0.09328413532874347,-0.18874607804027,-0.024328428035919288,-0.07250571234875416,-0.00787671451458184,-0.10120379042165481,-0.021921485966806663,0.08053893294401752,0.03200010986998815,-0.04600826363778651,-33.675899505615234,22.758075,s2lam039_230712,142,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,-0.1164390633169565,0.20474838048227906,-0.010226417148922291,-0.01462943262799402,-0.323307969715526,-0.15029491597581449,0.07462887662547854,0.2349548528389503,0.025822299081576055,0.021385896546579124,0.13232822897050703,-0.14128696700767662,0.06622080935701856,0.10464243214892391,0.004789740322455679,0.07514023626754118,-0.04064777076648578,0.21675824549634484,-0.05241481842008731,0.09163686090127614,-0.12696714985955032,-0.015134660409822278,-0.10414395007563039,0.03553460151474111,-0.08598835053140771,-0.03692640340201097,-0.18833948855436597,0.08440213216668194,0.03422495844170951,-0.16522516821287964,-0.06786089818765584,-0.05696232956713303,-0.05108394108014549,-0.1200761683088221,0.11697453647662326,-0.10287122896377568,-0.02893527944975638,-0.039754723314061456,-0.10495464168631066,0.117632362889565,-0.16594103536929938,0.05618276167960086,-0.0034863354879543155,0.07421775141562152,0.18473720569061608,-0.19943370962741178,-0.11316337175674913,0.02022070278210853,-0.20917317163997898,-0.13277296434096506,0.15769822574920062,-0.04507257848111846,0.12255533519829555,0.03472708345424422,0.0425470782556776,-0.10646684642011696,0.0385674471537746,-0.05788062427316685,-0.05889831811412263,-0.0491041855218446,0.031001328916378138,0.013252120126945948,0.035827006476404875,-0.101958774302027,-33.494363,20.704745,s2lam135_231026,854,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,-0.001296107267861154,-0.015406959978785719,-0.05212622630156724,-0.14326114509710233,-0.28381215964290024,-0.262375130912231,0.07803320751009886,0.16579762518822083,0.0671686434791405,0.06418982607036329,0.16215122246826758,-0.11557698751920474,0.0830202949375302,0.18351316096811046,-0.07237278395383812,0.10336477527897975,-0.14314597866141315,0.16917881741188703,-0.12780936265431497,0.05949110788215833,-0.14498941816487967,0.03783711441250376,-0.15425640082282724,0.07486658616620595,-0.08806664924443758,-0.15755569561539062,-0.17722425691445112,0.1503105098975575,0.034908810998601436,-0.08305292878584418,-0.028766644212835216,-0.07818940122668788,-0.02225841431381456,0.03387989722470861,-0.12482867957763785,-0.16573375384036684,-0.05647280133201653,0.0544787108039953,-0.004290412622358601,0.04220322920475892,-0.25655098836425816,0.08937583484427791,-0.030061557038647574,-0.07983564004771594,0.15741685095190028,-0.095369345626364,-0.16648460764125608,0.10205375552029743,-0.2903710453275567,-0.05277036721531883,0.16108946298910598,-0.04606997766852539,0.08629940652015751,-0.0452333321657362,-0.04561010545651526,-0.02016802381309483,0.006043898326136749,-0.1267231591943271,-0.014877806396605131,0.01913954743467627,0.043573417584408324,0.05651470920816505,0.009186457943826568,-0.12751218953556487,-33.354563,22.051887,s2lam144_231013,998,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,-0.05041702467523492,0.19266915839854093,0.024394851389191705,9.877946605475062E-4,-0.2992261386633046,-0.17467882385003838,0.13392298682376935,0.18699760638568763,0.05257952973624015,-0.028231264919222135,0.3024904308477305,-0.17690817569666223,0.0506835121178914,0.14700594888737692,0.033687152596542584,0.0027277106367998407,-0.04182186915212256,0.13368497194187923,-0.11730832805176103,0.12222700555035433,-0.09508644538965663,-0.05116978703740224,-0.09067101543647828,-0.07357463238853819,-0.08014251013278362,-0.10917552511712579,-0.11846684054482914,0.08532226280441538,-0.1051144428042199,-0.10374002801453716,0.08298102745087477,-0.02648258700900824,-0.02339029268080182,-0.12084583970131396,-0.03264353930153073,-0.051723021308468176,-0.21233451217701457,9.828574854028609E-4,-0.11027666208948483,0.09339819759275332,-0.1938952932234308,-0.014971546605446097,-0.09261026292728593,0.031644836918830126,0.18402153721607126,-0.20053971497776937,-0.012990324849001669,-0.053495829300087,-0.20978727412171533,-0.13738541119889677,0.16465908182271655,-0.07511278592259052,0.037324701015738426,0.05955052389951529,0.007644398780747429,-0.15661775899106087,-0.03874180147123165,-0.05792013168393814,0.026261901073877474,-0.053487796561649814,0.016945336526915884,0.04871820685399196,-0.005648576146157278,-0.052391686568877945,-33.507188,20.643463134765625,s2lam128_231026,855,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,0.018207900891448636,0.1316782406561353,0.00948135944571163,0.0015115683479351215,-0.2769077484438219,-0.22416543092257657,0.12498889890603747,0.1342080980372967,0.08825108285750564,0.02166603150918121,0.3242357601739903,-0.11643249554780569,0.05221085602017345,0.13789043068550785,-0.013209246504462323,-0.01438501010331087,-0.09003766831796196,0.1756203453956144,-0.10609885392964483,0.1390947652226432,-0.10807268883495855,0.06117411857846795,-0.09887358711603549,-0.021538701406591764,-0.13953059970967105,-0.19096685734014174,-0.18241231224758947,0.09248161050299185,-0.025859090476105483,-0.10846557793301607,0.02782181593250402,-0.06787198351863194,-0.07469144856398446,-0.11286757259498229,-0.058046255574738796,-0.03529986026742255,-0.18982411417051956,-0.02401138959591711,-0.0951328329125254,0.08299219760697896,-0.2460012764609052,0.0026220869557938876,-0.0616416776751579,0.02456308011923335,0.13374163155116228,-0.19311205827823297,-0.0557403535589464,-0.09792053852125496,-0.25441037853383996,-0.12267841785873587,0.1717620772020721,-0.08550605941793096,0.05040964571911329,0.02406617739338371,-0.0718791368689083,-0.16341499236644516,-0.07178580475089724,-0.06116948822737218,-0.010228417427537757,-0.09750999300217059,-0.013185770690625629,0.0800147026477187,-0.0020493044962160796,-0.0424985613314354,-33.507152,20.6337833404541,s2lam158_231026,855,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138,-0.10893896383180353,0.18098877792374557,-0.029373221097876715,7.911475077277205E-4,-0.3178746775813454,-0.1712087257506549,0.10016214772985632,0.22008453235478143,0.03824765432287334,0.004097677389475302,0.16205522544579282,-0.12505852538444823,0.039651179085099984,0.12420311714429373,-0.018862746050050016,0.0517457662473538,-0.08003251324014246,0.1645437594581507,-0.07898169194141638,0.13511873944988356,-0.1401408707012603,-0.02778307985733991,-0.10317613957820118,0.01015963545600503,-0.08294402525957935,-0.05158615003852425,-0.17531488514289256,0.10986568554911819,-0.03349225871341898,-0.16182572874309362,-0.029141707787844074,-0.041769109346455426,-0.06942902714611307,-0.102374454552109,0.08630468192520671,-0.06511738738751598,-0.04159634297035287,-0.05414691890897827,-0.08662675588829552,0.14099286246421391,-0.22579873493072913,0.040316373073763845,0.0062346006812216736,0.060378864307761605,0.20528336799584174,-0.19068708878951954,-0.0810069882356497,-0.037733343292194646,-0.2669405668111174,-0.1350786614487364,0.16973861486601743,-0.061467019746795394,0.12805169427198027,-8.677868647213757E-4,0.033728264686831766,-0.1317192341188599,0.019531688891877362,-0.030438525792985206,-0.05164859656940402,-0.03964364867927019,0.029944639120315426,0.009243515414307766,-0.03478898275922848,-0.09939391388155334,-33.500992,20.715478,s2lam151_231026,855,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,-0.02164101507918009,0.03228412255357325,0.07572440720165541,0.05338577716877235,-0.21673236960796932,-0.17023766291780162,0.02989446297354049,0.22663671095435242,0.20905522111701194,0.1577697437381496,0.2406989075388708,-0.026865565915023277,0.044854453684897065,0.1384549510994406,0.10121385590856771,-2.544873533712224E-4,-0.1684610775038964,0.13971905201926316,-0.17462422609270803,0.0069476906097547045,-0.12147968778983584,0.06385836305054024,-0.08339915920295712,0.04120028437690502,-0.14531638074192677,0.05922303746977746,-0.12669240034250043,-0.010365882057259747,-0.036261557814659666,-0.08495985022184645,-0.14089489040470568,-0.06842846882688886,-0.159785974442181,-0.13299241634360184,-0.00766989531162819,2.7515523886606334E-4,-0.036390405072912864,0.1742874613031034,-0.04717964246563351,0.1251738422908869,-0.055146368423774024,-0.1886001678359558,2.9006182926981705E-5,-0.07891090735231404,0.2520370394874346,-0.20181192914395296,-0.09111019098650316,-0.11548881772931843,-0.05693340478695153,0.04165897690801709,0.18894288872732523,-0.05981181062634894,-0.025044909677088834,0.057950121241630105,-0.14998607479416415,-0.26221136287321156,0.012911156639513784,0.007116421777932305,-0.07414650580944526,-0.12188074940044896,0.0665258863764955,0.19463292337350854,0.11080140729648563,0.11558519843367222,-34.635096,19.583362579345703,s2lam098_231029,975,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e8,-0.13833898947451473,0.2794526071456636,-0.0063547296585482315,0.03549108514581153,-0.33696936421878076,-0.09917811066391267,0.07106877775223261,0.23944914255337427,0.07151241981394865,-0.03398609017881142,0.21785355480472846,-0.22781031230467444,0.037835442084286026,0.11917887217473776,0.029369925069254246,0.0334584663917514,-0.010936257330023447,0.1398389846177429,-0.058250809428604965,0.048656671183917574,-0.10399868537332274,-0.06025122526142323,-0.07203112504118708,-0.050346054933261546,-0.11811650771570344,3.242778914365952E-4,-0.16737065908208315,0.06020857196349095,-0.025106271955309924,-0.1484717192488235,-0.023948866144191738,-0.030539432275029105,-0.044380371164742714,-0.16809559586482345,0.14652050946310657,-0.060903287543220365,-0.10937802184512695,-0.022897169769406728,-0.15502229548122923,0.12431384639859992,-0.11433228223989643,0.008765094618133917,-0.021866266949795085,0.1158230318480727,0.1967235044553283,-0.29837060673759236,-0.07116143011567318,-0.02177320979929761,-0.16544461107505715,-0.16888719337745797,0.1779183543626389,-0.058622906826610324,0.07099093612503934,0.1248731056600146,0.058153700268609804,-0.1741624391472639,0.040547692926541555,-0.03641677602811113,-0.03486254769709141,-0.07340314828772898,0.05867266376489081,0.03548576993580465,0.03746387529671744,-0.048845226624035974,-33.495978,20.71784210205078,s2lam049_231026,854,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f,-0.031536633189911775,0.21109624230239793,0.03821882299882642,0.05500950946113131,-0.30720088054007366,-0.18284619981314046,0.14024363970524878,0.18140836829682422,0.08078902194705424,-0.016394507579766963,0.25785656268081714,-0.14064137640652466,0.0306766626150549,0.12083321822484848,-0.002740812382192279,-0.015677954002918514,-0.08856052023365013,0.16023123344209692,-0.07341683432152799,0.14386581494044623,-0.10358831337129705,0.025308780553853,-0.11476922626756346,-0.029714728168390263,-0.13534024464334737,-0.12166504956059161,-0.12230039459292011,0.07307367797672437,-0.05586600143171165,-0.12957653093922586,0.03035396898918446,-0.06873997110213122,-0.08320998070129924,-0.12534595423112788,0.06131268081214923,-0.002321322091461053,-0.15066897326480475,-0.06358036576416864,-0.12268642240739304,0.1227272294775229,-0.24417622398188624,0.029753579273759722,-0.05072688695605974,0.04739552883259057,0.15524198162572728,-0.20525118637271153,-0.060296740878891676,-0.13957298135569499,-0.256619258525875,-0.13948097237605386,0.1820517184646569,-0.07997313921521217,0.048357442999468286,0.0315722076611282,-0.010251965799422285,-0.2091639262569829,-0.03179267088084779,-0.01626890244282244,-0.04145271315509852,-0.05606948591712624,-0.006805506227043098,0.06979638700695566,-0.007628577108685525,-0.042732013437883506,-33.508079528808594,20.65074348449707,s2lam160_231026,855,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e7,0.027732861479025053,0.04451374479296066,-0.025883029258249573,-0.00488812238587904,-0.2171010863499175,-0.2575955278308927,0.06476928684618542,0.24316131336634478,0.09884294360505162,0.09225700533114983,0.16215872148107613,-0.08215197772515782,0.06986544721400613,0.12197214110147955,0.0661270419590793,0.08089543203195801,-0.1200643139429772,0.18894451145007568,-0.1377968039846176,0.12521348170701357,-0.23311256971605598,-0.0017198326989426803,-0.1208693115698651,0.1150744443057781,-0.06281181518491238,-0.006852437149080658,-0.14355121821406205,0.14075604859782748,-0.01968003371113761,-0.10662183579825382,-0.15061570312357273,-0.05129804131878569,-0.08773307302819636,-0.0337484578164795,-0.03712288242061163,-0.144374979638005,0.014955566218728436,0.06337808703302795,-0.02573339268586225,0.1566670598940805,-0.24932583660281196,0.012009192387233936,-0.0015958042647822646,-0.014052174733099308,0.23986211950990985,-0.11650393426080295,-0.12601698976336145,-0.07240519885625982,-0.237052825823824,-0.028537362582399563,0.15067021743973474,-0.10100171878667374,0.08762296708029726,-0.009331113094571743,-0.1047429482772574,-0.1350585581867507,-0.011840325236119678,-0.08001124386170139,-0.03142279290309181,-0.06166603058627718,-0.005803575014217023,0.06575395410870576,0.01578845632246828,-0.06363009750080328,-33.67179870605469,22.753400802612305,s2lam049_230712,854,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
